"","age","emptype","fnlwgt","educ","marital","attached","occupation","sex","capitalgain","capitalloss","hrperweek","income"
"9492",2,2,329993,2,1,1,"Admclerical",1,1,1,2,1
"9493",2,2,201122,3,1,1,"Sales",1,1,4,3,2
"9494",4,2,315423,1,1,1,"Transportmoving",1,1,1,2,1
"9495",1,2,103277,2,2,1,"Admclerical",2,1,1,1,1
"9496",3,2,236805,2,2,1,"Sales",2,1,1,4,1
"9497",1,2,115443,1,2,1,"Handlerscleaners",1,1,1,1,1
"9498",3,2,150528,4,1,1,"Profspecialty",1,1,1,2,2
"9499",2,2,43701,2,2,1,"Sales",2,1,1,1,1
"9500",2,1,419053,2,2,1,"Craftrepair",1,1,1,2,1
"9501",1,2,183594,3,2,1,"Craftrepair",1,1,1,1,1
"9502",1,2,390348,2,2,1,"Transportmoving",1,1,1,2,1
"9503",3,2,33521,3,2,1,"Profspecialty",1,1,1,4,2
"9504",4,2,46087,3,2,1,"Execmanagerial",2,1,1,3,1
"9505",2,2,356824,2,2,1,"Sales",2,1,1,2,1
"9506",4,2,158746,2,1,1,"Techsupport",1,1,1,2,1
"9507",3,2,173613,2,2,1,"Admclerical",2,1,1,2,1
"9508",3,2,362883,2,1,1,"Craftrepair",1,3,1,2,1
"9509",3,2,182757,2,1,1,"Craftrepair",1,1,1,2,2
"9510",2,2,136343,3,1,1,"Profspecialty",1,1,1,2,2
"9511",4,2,142166,3,2,1,"Sales",1,1,1,3,1
"9512",3,2,127089,2,1,1,"Profspecialty",1,3,1,1,2
"9513",3,1,124071,4,2,1,"Execmanagerial",2,1,1,4,2
"9514",3,1,190368,3,2,1,"Profspecialty",2,1,1,4,1
"9515",1,2,62278,2,1,1,"Sales",1,1,1,3,1
"9516",2,1,295010,3,2,1,"Protectiveserv",2,1,1,4,2
"9517",1,2,265314,2,1,1,"Transportmoving",1,1,1,3,2
"9518",2,2,134331,1,1,1,"Craftrepair",1,1,1,2,1
"9519",1,2,274964,3,2,1,"Farmingfishing",1,1,1,4,1
"9520",2,2,66309,2,1,1,"Craftrepair",1,1,1,1,1
"9521",3,2,73471,2,1,1,"Sales",1,1,1,3,1
"9522",4,2,357118,4,1,1,"Profspecialty",2,1,1,2,2
"9523",2,2,184655,2,1,1,"Sales",1,1,1,4,1
"9524",1,2,175266,2,2,1,"Craftrepair",1,1,1,2,1
"9525",3,2,87284,4,1,1,"Profspecialty",1,3,1,1,2
"9526",3,2,330087,3,1,1,"Execmanagerial",1,5,1,3,2
"9527",4,2,330874,2,1,1,"Sales",1,1,1,4,2
"9528",1,1,366207,2,2,1,"Transportmoving",1,1,1,2,1
"9529",2,2,103860,2,1,1,"Craftrepair",1,1,1,3,1
"9530",1,2,106700,3,2,1,"Admclerical",2,1,1,1,1
"9531",4,1,163557,2,2,1,"Admclerical",2,1,1,1,1
"9532",3,2,286261,4,2,1,"Profspecialty",2,1,1,2,1
"9533",1,2,123083,3,2,1,"Profspecialty",2,1,1,2,1
"9534",4,2,125197,2,1,1,"Admclerical",1,1,1,1,1
"9535",4,2,133963,3,2,1,"Sales",2,1,1,3,1
"9536",4,2,71467,3,1,1,"Craftrepair",1,1,1,3,2
"9537",3,2,76487,2,1,1,"Machineopinspct",1,1,1,2,1
"9538",4,1,215245,3,2,1,"Profspecialty",2,1,1,1,1
"9539",1,1,127185,3,1,1,"Execmanagerial",2,1,1,2,1
"9540",3,2,88909,3,1,1,"Execmanagerial",1,5,1,3,2
"9541",3,2,341995,3,1,1,"Profspecialty",1,1,4,2,2
"9542",4,2,173938,2,1,1,"Execmanagerial",1,1,1,4,1
"9543",2,2,344275,2,2,1,"Transportmoving",1,1,1,4,1
"9544",3,1,209544,4,2,1,"Execmanagerial",2,4,1,3,2
"9545",3,1,201723,2,2,1,"Craftrepair",1,1,1,2,1
"9546",4,2,77392,2,1,1,"Farmingfishing",1,1,1,4,1
"9547",4,2,357118,3,2,1,"Execmanagerial",2,1,1,4,1
"9548",4,1,167749,2,1,1,"Admclerical",2,1,1,2,2
"9549",1,2,51201,2,1,1,"Craftrepair",1,1,1,1,1
"9550",3,2,365986,3,1,2,"Handlerscleaners",1,1,1,2,2
"9551",3,2,106900,3,1,1,"Techsupport",1,1,4,2,2
"9552",1,2,118712,3,2,1,"Craftrepair",1,1,2,2,1
"9553",1,2,301654,3,2,1,"Profspecialty",2,1,1,2,1
"9554",2,2,238342,2,1,1,"Transportmoving",1,1,1,2,1
"9555",4,2,134378,4,1,1,"Execmanagerial",1,1,1,3,2
"9556",1,2,260797,1,2,1,"Handlerscleaners",2,1,1,1,1
"9557",1,2,138765,3,2,1,"Profspecialty",1,1,1,1,1
"9558",4,1,454063,4,1,1,"Execmanagerial",1,3,1,2,2
"9559",4,2,180539,2,1,1,"Sales",1,1,1,1,1
"9560",3,2,397346,2,2,1,"Craftrepair",1,2,1,2,1
"9561",1,2,131230,2,1,1,"Craftrepair",1,1,1,1,1
"9562",4,2,274451,1,1,1,"Transportmoving",1,1,1,1,1
"9563",3,1,365986,2,2,1,"Protectiveserv",1,1,1,2,2
"9564",1,2,204515,3,2,1,"Techsupport",2,1,1,1,1
"9565",4,2,99316,1,2,1,"Transportmoving",1,1,1,3,1
"9566",1,2,268726,2,1,1,"Craftrepair",1,1,1,3,1
"9567",1,2,275395,2,2,1,"Craftrepair",1,1,1,2,1
"9568",1,2,383322,3,1,1,"Machineopinspct",1,1,1,2,2
"9569",3,2,168355,2,1,1,"Execmanagerial",1,1,1,4,1
"9570",3,2,373403,3,1,1,"Craftrepair",1,1,1,2,1
"9571",3,2,274562,2,2,1,"Craftrepair",1,5,1,2,2
"9572",1,2,249362,1,1,1,"Transportmoving",1,1,1,3,1
"9573",2,2,111567,1,2,1,"Sales",1,1,1,2,2
"9574",2,1,209317,2,1,1,"Protectiveserv",1,1,1,2,1
"9575",1,2,259505,2,2,1,"Techsupport",1,1,1,2,1
"9576",3,1,198096,2,1,1,"Craftrepair",1,4,1,2,2
"9577",3,2,33126,4,1,1,"Craftrepair",1,1,1,3,1
"9578",1,2,1484705,2,2,1,"Execmanagerial",2,1,1,1,1
"9579",1,2,26410,2,2,1,"Admclerical",2,1,1,2,1
"9580",1,2,220901,2,2,1,"Transportmoving",1,1,1,1,1
"9581",4,2,44671,3,1,1,"Craftrepair",1,1,1,2,2
"9582",2,2,89040,1,1,1,"Transportmoving",1,1,1,3,1
"9583",1,2,208946,2,2,1,"Admclerical",1,1,1,1,1
"9584",1,2,131230,2,2,1,"Sales",1,1,1,1,1
"9585",1,2,60358,3,2,1,"Execmanagerial",1,1,1,2,1
"9586",1,2,209782,3,2,1,"Sales",2,1,1,2,1
"9587",1,2,351952,2,2,1,"Profspecialty",2,1,1,1,1
"9588",3,1,47858,3,1,1,"Protectiveserv",1,1,1,2,2
"9589",1,2,404085,2,1,1,"Admclerical",2,1,1,2,1
"9590",1,2,218678,3,2,1,"Sales",1,1,1,2,1
"9591",3,2,184655,2,1,1,"Craftrepair",1,1,3,3,1
"9592",2,2,321760,3,2,1,"Admclerical",2,1,1,1,1
"9593",3,1,185399,4,2,1,"Profspecialty",2,1,1,3,1
"9594",3,1,409200,2,1,1,"Techsupport",1,1,1,2,2
"9595",3,2,40077,2,1,1,"Craftrepair",1,1,1,3,2
"9596",2,2,31740,2,2,1,"Farmingfishing",1,1,1,2,1
"9597",2,2,192039,3,1,1,"Profspecialty",2,1,1,2,2
"9598",3,1,213646,3,1,1,"Execmanagerial",1,3,1,2,2
"9599",2,1,194141,2,1,1,"Protectiveserv",1,1,1,3,1
"9600",3,1,80282,4,1,1,"Profspecialty",1,1,1,3,1
"9601",1,2,166350,2,2,1,"Sales",1,1,1,3,1
"9602",4,1,60641,2,1,1,"Admclerical",2,1,1,1,1
"9603",2,2,124827,2,1,1,"Transportmoving",1,1,1,2,1
"9604",3,2,85244,3,2,1,"Craftrepair",1,1,1,2,1
"9605",1,2,120535,2,2,1,"Sales",2,1,1,2,1
"9606",1,2,247711,2,1,1,"Admclerical",2,1,1,2,1
"9607",3,2,380922,2,1,1,"Craftrepair",1,1,1,4,2
"9608",1,2,269687,3,2,1,"Techsupport",1,1,1,2,1
"9609",4,2,181758,2,2,1,"Admclerical",2,1,1,2,1
"9610",4,1,136787,2,1,1,"Admclerical",1,1,1,2,2
"9611",1,2,107882,2,2,1,"Profspecialty",2,1,1,1,1
"9612",2,2,172579,3,2,1,"Techsupport",2,1,1,2,1
"9613",2,2,29933,2,1,1,"Machineopinspct",1,3,1,2,2
"9614",2,1,38905,2,2,1,"Admclerical",2,1,1,3,1
"9615",2,2,168826,1,2,1,"Craftrepair",1,1,1,2,1
"9616",1,2,424034,2,2,1,"Execmanagerial",1,1,1,2,1
"9617",4,2,117509,1,1,1,"Craftrepair",1,1,1,2,1
"9618",4,2,69525,2,2,1,"Craftrepair",1,1,1,1,1
"9619",1,2,374116,2,2,1,"Sales",2,1,1,1,1
"9620",2,1,147258,2,2,1,"Transportmoving",1,1,1,4,1
"9621",4,2,112959,2,2,1,"Sales",2,1,1,2,1
"9622",4,2,264148,2,1,1,"Farmingfishing",1,1,1,3,1
"9623",2,2,142519,2,1,1,"Machineopinspct",1,1,1,2,1
"9624",4,2,204402,2,1,1,"Farmingfishing",1,1,1,5,2
"9625",4,2,192203,1,1,1,"Transportmoving",1,1,1,2,1
"9626",4,2,199005,3,1,1,"Execmanagerial",2,1,1,2,2
"9627",1,2,61838,1,2,1,"Craftrepair",1,1,1,2,1
"9628",1,2,187352,2,1,1,"Craftrepair",1,1,1,2,1
"9629",3,2,32451,2,1,1,"Craftrepair",1,1,1,2,1
"9630",4,2,140569,2,2,1,"Sales",1,4,1,4,2
"9631",3,2,87556,4,2,1,"Profspecialty",1,3,1,2,1
"9632",1,2,212622,4,2,1,"Execmanagerial",2,1,1,2,1
"9633",3,2,32650,3,2,1,"Farmingfishing",1,1,1,4,1
"9634",3,2,125461,3,1,1,"Sales",1,1,1,2,2
"9635",4,2,101299,2,1,1,"Craftrepair",1,1,1,2,2
"9636",3,2,29437,3,1,1,"Sales",1,1,1,3,1
"9637",4,2,146103,3,1,1,"Profspecialty",1,1,1,3,2
"9638",1,2,29523,1,1,1,"Handlerscleaners",1,1,1,2,1
"9639",2,1,383745,2,1,1,"Protectiveserv",1,1,2,2,2
"9640",2,2,189404,2,1,1,"Sales",1,1,3,2,1
"9641",2,2,267661,2,1,1,"Farmingfishing",1,1,1,4,1
"9642",2,1,182926,2,1,1,"Protectiveserv",1,5,1,2,2
"9643",3,1,31339,2,1,1,"Admclerical",1,1,1,2,1
"9644",1,2,73145,1,2,1,"Craftrepair",2,1,1,1,1
"9645",3,1,223237,4,1,1,"Profspecialty",1,1,1,2,2
"9646",4,2,187356,1,1,1,"Machineopinspct",1,1,1,2,1
"9647",3,2,220832,2,1,1,"Execmanagerial",1,1,1,3,2
"9648",1,2,211361,3,2,1,"Execmanagerial",2,1,1,1,1
"9649",4,2,134195,4,2,1,"Sales",1,1,1,3,1
"9650",4,2,70720,3,2,1,"Sales",1,1,1,3,2
"9651",1,2,342384,1,1,2,"Craftrepair",1,1,5,3,1
"9652",4,2,181758,4,2,1,"Profspecialty",2,1,1,4,2
"9653",4,2,267101,3,1,1,"Execmanagerial",1,1,1,4,1
"9654",2,2,222221,2,1,1,"Execmanagerial",1,3,1,3,2
"9655",4,2,55139,2,2,1,"Farmingfishing",1,1,1,1,1
"9656",3,2,101073,3,1,1,"Sales",1,1,1,1,1
"9657",4,2,69884,4,1,2,"Profspecialty",1,1,1,3,1
"9658",3,2,201127,2,1,1,"Machineopinspct",1,1,1,2,1
"9659",3,2,164733,2,2,1,"Admclerical",2,1,1,3,1
"9660",4,1,129447,2,2,1,"Admclerical",2,1,1,1,1
"9661",3,2,32837,3,2,1,"Profspecialty",2,1,1,3,1
"9662",2,2,200117,2,2,1,"Admclerical",1,1,1,2,1
"9663",4,2,219183,3,1,1,"Profspecialty",1,1,1,3,2
"9664",4,2,336188,4,1,1,"Profspecialty",1,1,5,5,2
"9665",1,1,197728,3,2,1,"Execmanagerial",2,1,1,1,1
"9666",4,2,197399,4,1,1,"Execmanagerial",1,5,1,3,2
"9667",4,2,86010,1,2,1,"Transportmoving",2,1,1,1,1
"9668",2,2,228873,2,1,1,"Craftrepair",1,1,1,2,1
"9669",4,2,112945,4,2,1,"Profspecialty",1,5,1,2,2
"9670",1,1,180886,4,1,1,"Profspecialty",1,1,1,1,1
"9671",3,2,69333,3,1,1,"Farmingfishing",1,1,1,3,1
"9672",1,2,179915,3,2,1,"Execmanagerial",2,1,1,5,1
"9673",4,2,339905,2,1,1,"Sales",1,4,1,2,2
"9674",3,2,112956,2,2,1,"Transportmoving",1,1,1,2,1
"9675",3,2,187999,3,1,1,"Techsupport",1,1,1,3,2
"9676",3,2,77313,2,2,1,"Admclerical",2,1,1,2,1
"9677",2,2,231948,2,1,1,"Craftrepair",1,1,1,4,2
"9678",2,2,79387,3,2,1,"Execmanagerial",1,1,1,3,2
"9679",4,2,173488,2,2,1,"Admclerical",2,1,1,1,1
"9680",4,2,183355,1,1,1,"Transportmoving",1,1,1,2,1
"9681",4,2,147989,2,1,1,"Craftrepair",1,3,1,3,1
"9682",1,2,62278,2,2,1,"Craftrepair",1,1,1,2,1
"9683",4,1,110457,2,1,1,"Craftrepair",1,1,1,2,2
"9684",1,2,295763,3,2,1,"Execmanagerial",2,1,1,3,1
"9685",1,2,117606,3,2,1,"Admclerical",2,1,1,1,1
"9686",4,1,44774,3,2,1,"Admclerical",2,1,1,2,1
"9687",1,2,177648,2,2,1,"Sales",2,1,1,1,1
"9688",3,2,172571,3,1,1,"Execmanagerial",1,1,3,3,2
"9689",4,2,153931,2,2,1,"Admclerical",2,1,1,2,1
"9690",4,2,84774,3,1,1,"Farmingfishing",2,1,1,2,1
"9691",1,2,170786,2,1,1,"Transportmoving",1,1,1,2,1
"9692",2,2,281030,2,1,1,"Machineopinspct",1,1,1,2,1
"9693",3,2,203761,3,2,1,"Profspecialty",1,4,1,2,2
"9694",3,1,188436,2,1,1,"Protectiveserv",1,3,1,2,2
"9695",3,2,388849,3,1,1,"Handlerscleaners",1,1,1,4,1
"9696",2,1,176998,2,1,1,"Craftrepair",1,1,1,1,2
"9697",4,2,200316,2,1,1,"Craftrepair",1,1,1,2,2
"9698",1,2,160300,3,2,1,"Execmanagerial",1,1,1,1,1
"9699",1,1,247794,3,2,1,"Admclerical",2,1,1,1,1
"9700",1,2,267325,2,1,1,"Sales",2,2,1,2,1
"9701",1,1,280618,4,2,1,"Profspecialty",1,1,1,2,1
"9702",3,1,248406,2,2,1,"Transportmoving",1,1,1,2,1
"9703",2,1,226494,3,2,1,"Profspecialty",1,1,1,3,1
"9704",3,2,220460,3,1,1,"Sales",1,1,1,1,1
"9705",1,2,108317,3,2,1,"Execmanagerial",1,1,1,2,1
"9706",4,2,114060,1,1,1,"Protectiveserv",1,1,1,5,1
"9707",3,2,105862,2,1,1,"Execmanagerial",2,1,1,4,2
"9708",2,2,402089,3,1,1,"Admclerical",2,1,1,1,1
"9709",1,2,137300,3,2,1,"Machineopinspct",2,1,1,2,1
"9710",1,2,275093,2,2,1,"Handlerscleaners",2,1,1,1,1
"9711",2,2,112497,4,1,1,"Execmanagerial",1,1,1,3,2
"9712",3,2,114835,3,1,1,"Sales",2,1,1,4,2
"9713",1,2,137898,3,2,1,"Sales",2,1,1,1,1
"9714",2,2,153151,2,2,1,"Handlerscleaners",1,3,1,2,1
"9715",2,2,134886,2,1,1,"Admclerical",2,1,1,2,2
"9716",3,2,193815,4,1,1,"Execmanagerial",1,1,1,3,2
"9717",2,2,237833,2,2,1,"Techsupport",2,1,1,2,1
"9718",3,2,101593,3,1,1,"Execmanagerial",1,1,1,4,2
"9719",1,2,164924,2,2,1,"Craftrepair",1,1,1,2,1
"9720",3,2,174201,2,2,1,"Handlerscleaners",1,1,1,2,1
"9721",3,1,36169,4,1,1,"Profspecialty",1,1,1,4,2
"9722",4,2,144071,1,1,1,"Execmanagerial",1,1,1,3,1
"9723",2,2,180859,2,2,1,"Craftrepair",1,1,1,1,1
"9724",4,2,221915,2,2,1,"Craftrepair",2,1,1,3,1
"9725",3,2,26892,3,1,1,"Admclerical",1,1,1,2,2
"9726",1,2,351084,2,2,1,"Admclerical",2,1,1,2,1
"9727",2,2,97306,3,2,1,"Craftrepair",2,1,1,1,1
"9728",2,2,185027,3,1,1,"Profspecialty",1,1,1,2,2
"9729",2,2,182539,2,2,1,"Admclerical",2,1,1,3,1
"9730",1,2,215395,2,2,1,"Transportmoving",1,1,1,1,1
"9731",4,1,346668,4,2,1,"Profspecialty",2,1,1,2,1
"9732",4,2,412952,2,1,1,"Profspecialty",1,1,1,2,1
"9733",4,2,167009,2,2,1,"Admclerical",2,1,1,3,1
"9734",4,2,316000,2,1,1,"Execmanagerial",1,1,1,2,2
"9735",2,2,216256,1,1,1,"Craftrepair",1,1,1,3,1
"9736",3,2,341835,2,2,1,"Execmanagerial",2,1,1,3,1
"9737",2,2,169841,2,2,1,"Sales",2,1,1,1,1
"9738",3,2,456956,2,1,1,"Profspecialty",1,1,1,4,1
"9739",1,2,374313,2,1,1,"Transportmoving",1,1,1,3,2
"9740",2,2,53285,2,1,1,"Sales",1,1,1,3,2
"9741",4,2,104613,3,1,1,"Execmanagerial",1,1,1,3,2
"9742",1,2,318822,2,2,1,"Admclerical",2,1,1,2,1
"9743",2,2,210851,2,1,1,"Craftrepair",1,1,1,2,1
"9744",4,2,204447,2,1,1,"Profspecialty",1,1,1,3,2
"9745",1,2,318934,1,1,1,"Handlerscleaners",1,1,1,2,1
"9746",1,2,237386,2,2,1,"Execmanagerial",1,1,1,2,1
"9747",3,2,144778,2,1,1,"Execmanagerial",1,1,1,3,2
"9748",2,2,117166,3,2,1,"Execmanagerial",1,1,1,3,1
"9749",4,2,237630,2,1,1,"Techsupport",1,3,1,3,2
"9750",3,2,171550,2,1,1,"Execmanagerial",1,1,1,2,2
"9751",4,2,96099,2,2,1,"Craftrepair",1,1,1,2,1
"9752",3,2,198759,4,1,1,"Execmanagerial",1,1,1,4,1
"9753",2,2,391874,2,1,1,"Craftrepair",1,1,1,2,1
"9754",4,1,135839,3,2,1,"Admclerical",2,1,1,1,1
"9755",3,2,194698,3,2,1,"Profspecialty",1,1,1,4,1
"9756",4,1,342175,4,2,1,"Admclerical",2,2,1,2,1
"9757",2,2,67218,3,1,1,"Profspecialty",1,1,1,2,2
"9758",2,2,205152,3,2,1,"Execmanagerial",1,1,1,3,2
"9759",1,2,434467,2,1,1,"Techsupport",1,1,1,2,1
"9760",3,1,404573,4,2,1,"Profspecialty",2,1,1,2,1
"9761",4,2,170310,1,1,1,"Transportmoving",1,1,1,2,1
"9762",2,2,199883,1,2,1,"Transportmoving",1,1,1,2,1
"9763",2,2,72630,3,2,1,"Execmanagerial",1,4,1,3,2
"9764",3,1,345969,4,1,1,"Profspecialty",1,1,1,3,2
"9765",3,2,257942,2,2,1,"Execmanagerial",1,1,1,2,1
"9766",3,1,232997,2,1,1,"Transportmoving",1,1,1,4,2
"9767",2,2,77266,2,1,1,"Craftrepair",1,1,1,4,1
"9768",2,2,164190,4,2,1,"Profspecialty",1,1,1,2,1
"9769",4,2,153536,2,2,1,"Profspecialty",1,4,1,2,2
"9770",4,1,26832,2,1,1,"Craftrepair",1,1,1,2,2
"9771",2,2,188096,3,2,1,"Profspecialty",2,1,1,4,2
"9772",4,2,369522,3,1,1,"Execmanagerial",2,1,1,1,2
"9773",2,2,205152,2,1,1,"Execmanagerial",1,2,1,2,2
"9774",1,2,358631,2,2,1,"Admclerical",1,1,1,1,1
"9775",4,2,185354,4,2,1,"Execmanagerial",2,1,1,1,1
"9776",2,2,336061,2,1,1,"Execmanagerial",1,1,1,3,1
"9777",4,2,149949,2,2,1,"Craftrepair",1,1,3,2,1
"9778",2,2,59496,2,1,1,"Transportmoving",1,1,1,2,1
"9779",1,2,32950,3,2,1,"Sales",1,1,1,2,1
"9780",3,2,109912,4,1,1,"Execmanagerial",2,5,1,1,2
"9781",1,2,199555,3,2,1,"Sales",1,1,1,1,1
"9782",4,2,99359,2,2,1,"Admclerical",2,1,2,2,1
"9783",3,2,242559,2,2,1,"Admclerical",2,1,1,1,1
"9784",1,2,286391,2,2,1,"Admclerical",2,2,1,1,1
"9785",4,2,132870,2,2,1,"Execmanagerial",2,1,5,1,1
"9786",4,1,22428,3,1,1,"Protectiveserv",1,1,1,4,2
"9787",2,2,170563,3,2,1,"Profspecialty",2,1,1,1,1
"9788",2,2,173542,3,1,1,"Profspecialty",1,1,1,2,2
"9789",3,2,286026,3,1,1,"Admclerical",1,1,1,2,2
"9790",4,1,163229,2,1,1,"Protectiveserv",1,1,1,3,1
"9791",3,1,165726,3,2,1,"Execmanagerial",2,1,1,2,1
"9792",3,2,70055,1,1,1,"Transportmoving",1,1,1,3,1
"9793",2,2,184655,3,2,1,"Profspecialty",1,1,1,2,1
"9794",2,1,198211,3,1,2,"Craftrepair",1,1,1,2,1
"9795",1,2,146540,1,2,1,"Craftrepair",1,1,1,3,1
"9796",4,1,132304,2,2,1,"Admclerical",2,1,1,2,1
"9797",1,2,190916,2,2,1,"Admclerical",1,1,1,2,1
"9798",3,2,755858,2,1,1,"Craftrepair",1,1,1,4,2
"9799",4,2,127315,4,1,1,"Profspecialty",1,1,1,2,2
"9800",2,2,184942,1,1,1,"Transportmoving",1,1,1,3,1
"9801",1,2,267989,2,1,1,"Machineopinspct",1,1,1,2,1
"9802",1,2,340787,2,1,1,"Profspecialty",1,1,1,2,1
"9803",4,2,140782,4,1,1,"Execmanagerial",2,1,4,1,2
"9804",4,2,169071,2,2,1,"Sales",2,1,1,1,1
"9805",2,2,151094,3,2,1,"Execmanagerial",1,1,1,3,1
"9806",1,2,122922,3,2,1,"Sales",2,1,1,2,1
"9807",1,2,151141,1,2,1,"Handlerscleaners",1,1,1,1,1
"9808",2,1,128016,3,2,1,"Sales",2,1,1,2,1
"9809",1,2,200318,3,2,1,"Admclerical",2,1,1,1,1
"9810",4,2,191069,2,1,1,"Sales",1,1,1,2,2
"9811",4,2,174864,2,1,1,"Craftrepair",1,1,2,3,2
"9812",3,2,196029,3,1,1,"Transportmoving",1,1,1,3,2
"9813",3,2,200471,2,1,1,"Admclerical",1,1,1,1,1
"9814",1,2,353195,2,2,1,"Craftrepair",1,1,1,1,1
"9815",2,2,222868,2,1,1,"Admclerical",1,1,1,2,1
"9816",4,2,197114,2,2,1,"Handlerscleaners",1,1,1,1,1
"9817",4,2,160220,3,1,1,"Sales",1,1,1,2,2
"9818",2,2,348460,3,1,1,"Craftrepair",1,1,1,3,1
"9819",1,2,112683,2,2,1,"Sales",2,1,1,1,1
"9820",4,2,345831,2,2,1,"Machineopinspct",1,1,1,2,1
"9821",2,2,105370,2,2,1,"Protectiveserv",1,1,1,4,1
"9822",4,2,138022,2,1,1,"Profspecialty",1,1,1,2,1
"9823",4,2,175029,1,1,1,"Craftrepair",1,1,1,1,1
"9824",4,2,141409,1,1,1,"Sales",1,4,1,3,2
"9825",2,2,186035,4,1,1,"Sales",1,1,1,1,2
"9826",1,2,105043,2,2,1,"Admclerical",2,1,1,2,1
"9827",3,2,230684,3,1,1,"Execmanagerial",1,4,1,3,2
"9828",2,2,345705,2,2,1,"Craftrepair",1,1,2,1,1
"9829",4,2,436861,4,2,1,"Profspecialty",2,4,1,2,2
"9830",2,2,200153,4,1,1,"Execmanagerial",1,1,1,3,2
"9831",4,2,398625,1,2,1,"Machineopinspct",2,1,1,2,1
"9832",2,2,169544,3,2,1,"Techsupport",1,1,1,2,1
"9833",2,2,162572,3,1,1,"Profspecialty",1,5,1,2,2
"9834",1,2,291578,2,1,1,"Sales",1,1,1,3,1
"9835",3,2,136162,3,2,1,"Sales",2,1,1,2,1
"9836",4,2,376133,2,1,1,"Admclerical",2,5,1,1,2
"9837",4,1,240166,1,1,1,"Transportmoving",1,1,1,1,1
"9838",2,2,193152,2,2,1,"Handlerscleaners",1,1,2,2,1
"9839",3,2,248094,2,1,1,"Transportmoving",1,1,3,2,1
"9840",3,2,119281,4,1,1,"Profspecialty",1,1,1,3,2
"9841",4,2,300404,2,1,1,"Sales",1,1,1,1,2
"9842",1,2,82847,2,2,1,"Techsupport",2,1,1,3,1
"9843",2,2,161153,2,1,1,"Farmingfishing",1,1,4,3,2
"9844",3,1,287008,4,1,1,"Protectiveserv",1,1,1,1,2
"9845",2,2,252646,2,2,1,"Transportmoving",1,1,1,1,1
"9846",4,2,171924,3,1,1,"Techsupport",1,1,1,3,1
"9847",4,1,153788,2,1,1,"Admclerical",2,1,1,1,1
"9848",1,2,60639,2,2,1,"Sales",2,1,1,1,1
"9849",4,2,165614,4,2,1,"Profspecialty",1,1,1,3,2
"9850",2,2,159888,2,1,1,"Transportmoving",1,1,1,2,1
"9851",4,2,110586,2,2,1,"Privhouseserv",2,1,1,2,1
"9852",1,2,413557,1,2,1,"Sales",2,1,1,2,1
"9853",1,2,137658,2,2,1,"Admclerical",2,1,1,3,1
"9854",2,2,398931,2,2,1,"Craftrepair",1,1,1,2,1
"9855",2,2,311764,1,1,1,"Execmanagerial",2,1,1,1,1
"9856",4,2,98725,4,1,1,"Profspecialty",1,1,1,3,2
"9857",3,2,140854,3,1,1,"Techsupport",1,1,1,2,2
"9858",1,1,352768,2,2,1,"Admclerical",2,1,1,2,1
"9859",4,2,142494,2,1,1,"Execmanagerial",1,5,1,2,2
"9860",3,2,194538,3,1,1,"Machineopinspct",1,1,1,3,2
"9861",2,2,26698,2,1,1,"Sales",1,1,2,2,2
"9862",1,2,211032,2,2,1,"Admclerical",1,1,1,2,1
"9863",3,2,107909,3,1,1,"Sales",1,1,1,2,2
"9864",2,2,136077,2,1,1,"Sales",1,1,1,4,2
"9865",3,2,93793,2,1,1,"Craftrepair",1,1,1,3,2
"9866",1,2,247025,3,2,1,"Craftrepair",1,1,1,2,1
"9867",2,2,221977,2,1,1,"Admclerical",2,1,1,2,2
"9868",2,2,234500,3,1,1,"Admclerical",2,1,1,2,1
"9869",4,1,97005,1,1,1,"Transportmoving",1,1,1,2,1
"9870",1,2,242615,2,2,1,"Admclerical",2,1,1,1,1
"9871",2,2,174938,3,2,1,"Techsupport",1,1,1,1,1
"9872",4,2,193775,3,2,1,"Admclerical",1,1,1,1,2
"9873",4,2,59583,1,1,1,"Farmingfishing",1,1,1,1,1
"9874",4,2,157913,3,1,1,"Protectiveserv",1,1,1,1,1
"9875",1,2,308205,2,2,1,"Execmanagerial",1,1,1,2,1
"9876",4,2,330470,2,1,1,"Handlerscleaners",1,1,1,1,1
"9877",1,2,184078,2,2,1,"Admclerical",2,1,1,2,1
"9878",2,2,330132,3,2,1,"Sales",2,1,1,4,1
"9879",4,2,129673,3,2,1,"Execmanagerial",2,1,1,3,2
"9880",1,2,327127,1,2,1,"Transportmoving",1,1,1,1,1
"9881",3,2,225892,2,1,1,"Craftrepair",1,1,1,3,2
"9882",2,2,224886,2,1,1,"Transportmoving",1,1,1,2,1
"9883",1,2,107452,2,1,1,"Transportmoving",1,1,1,2,1
"9884",2,2,23871,3,2,1,"Profspecialty",2,1,1,1,1
"9885",4,2,309272,2,1,1,"Execmanagerial",1,1,1,2,2
"9886",4,2,286230,1,2,1,"Sales",2,1,1,1,1
"9887",4,1,186308,4,1,1,"Profspecialty",1,1,1,3,1
"9888",1,2,113062,3,2,1,"Profspecialty",2,1,1,2,1
"9889",2,2,287737,3,2,1,"Sales",2,1,1,2,1
"9890",3,2,99203,3,1,1,"Craftrepair",1,1,1,2,1
"9891",3,2,297449,3,1,1,"Admclerical",1,3,1,3,2
"9892",2,2,113481,4,1,1,"Profspecialty",1,1,1,4,1
