age,emptype,fnlwgt,educ,marital,attached,occupation,sex,capitalgain,capitalloss,hrperweek,income
Youngest,Gov,42003,HighSchool,Couple,No,Admclerical,M,VL,VL,L,High
Eldest,Self,180418,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,High
Young,Self,144949,Master,Couple,No,Profspecialty,M,VH,VL,L,High
Eldest,Self,155594,Bachelors,Couple,No,Machineopinspct,M,VL,VL,M,High
Eldest,Self,162576,Dropout,Couple,No,Techsupport,M,VL,VL,VH,Low
Young,Self,232475,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Self,269474,HighSchool,Single,No,Admclerical,M,VL,VL,VL,Low
Elder,Gov,140644,Bachelors,Single,No,Protectiveserv,M,VL,VL,L,High
Elder,Self,159726,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,High
Eldest,Gov,290856,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Eldest,Self,217886,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,106546,HighSchool,Single,No,Admclerical,F,L,VL,L,Low
Young,Self,288486,Dropout,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Gov,99935,Master,Couple,No,Protectiveserv,M,H,VL,M,High
Eldest,Self,123778,HighSchool,Couple,No,Sales,M,VL,VL,M,Low
Youngest,Self,204596,Bachelors,Single,No,Admclerical,F,VL,VL,VL,Low
Elder,Self,190290,HighSchool,Single,No,Sales,M,VL,VL,L,Low
Youngest,Self,196674,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,108435,HighSchool,Couple,No,Admclerical,M,VL,VL,VL,Low
Elder,Self,186359,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,137076,HighSchool,Couple,No,Execmanagerial,M,VH,VL,H,High
Youngest,Gov,262819,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,171655,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,127306,HighSchool,Single,No,Admclerical,F,VL,VL,M,Low
Youngest,Self,263444,HighSchool,Couple,No,Machineopinspct,M,VL,VL,M,Low
Youngest,Self,410216,Dropout,Couple,Yes,Craftrepair,M,VL,VL,H,High
Elder,Gov,20534,Bachelors,Single,No,Execmanagerial,M,VL,VL,M,Low
Eldest,Self,188917,HighSchool,Single,No,Handlerscleaners,F,VL,VL,L,Low
Eldest,Self,98695,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Youngest,Self,411950,Bachelors,Single,No,Profspecialty,M,VL,VL,H,Low
Eldest,Self,237819,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,High
Eldest,Self,187424,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Elder,Gov,198316,Master,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Self,152596,HighSchool,Couple,No,Protectiveserv,M,VL,VL,L,Low
Elder,Self,194726,Master,Couple,No,Profspecialty,M,VH,VL,M,High
Elder,Self,82601,Bachelors,Couple,No,Transportmoving,M,VL,VL,L,Low
Elder,Gov,188386,Bachelors,Couple,No,Profspecialty,M,VL,VL,M,High
Eldest,Self,92298,Dropout,Couple,No,Machineopinspct,M,VL,VL,VL,Low
Eldest,Self,89041,HighSchool,Couple,No,Craftrepair,M,VH,VL,M,High
Eldest,Gov,148306,Master,Single,No,Profspecialty,F,VL,VL,L,Low
Elder,Self,259019,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,258470,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Elder,Self,197919,HighSchool,Couple,No,Admclerical,F,VL,VL,H,Low
Young,Self,226535,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,180339,Bachelors,Single,No,Farmingfishing,F,VL,L,VL,Low
Youngest,Self,99970,Bachelors,Single,No,Techsupport,M,VL,VL,L,Low
Young,Gov,219906,Bachelors,Couple,No,Profspecialty,F,VL,VL,VL,High
Eldest,Self,158641,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Gov,102308,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,186934,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,125933,Bachelors,Couple,No,Craftrepair,M,VL,VL,M,High
Elder,Gov,309056,Master,Couple,No,Profspecialty,M,VL,VL,M,High
Elder,Self,48859,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Young,Self,110594,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,169037,Dropout,Single,No,Handlerscleaners,M,VL,VL,L,Low
Elder,Self,123075,HighSchool,Couple,No,Protectiveserv,M,VL,VL,H,Low
Young,Self,81896,Bachelors,Single,No,Profspecialty,F,VL,VL,M,Low
Youngest,Self,172047,Bachelors,Single,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,66473,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Eldest,Self,265295,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Young,Self,174308,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Self,196342,Master,Single,No,Profspecialty,M,VL,VL,L,High
Young,Self,149787,HighSchool,Couple,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Self,124686,Dropout,Single,No,Machineopinspct,F,VL,VL,VL,Low
Youngest,Self,175789,HighSchool,Single,No,Handlerscleaners,F,VL,VL,L,Low
Youngest,Self,218215,HighSchool,Single,No,Execmanagerial,F,VL,VL,L,Low
Youngest,Self,166371,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Young,Self,169469,HighSchool,Couple,No,Execmanagerial,M,M,VL,L,High
Eldest,Self,214521,Master,Single,No,Profspecialty,F,VL,VL,VL,Low
Elder,Self,197836,HighSchool,Couple,No,Farmingfishing,M,VL,L,M,Low
Eldest,Self,158294,Master,Couple,No,Profspecialty,M,M,VL,L,High
Youngest,Self,127366,Dropout,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,203697,Bachelors,Couple,Yes,Profspecialty,M,VL,VL,H,Low
Elder,Self,168730,HighSchool,Couple,No,Sales,M,VL,VL,M,High
Eldest,Self,175942,HighSchool,Single,No,Execmanagerial,F,VL,VL,M,High
Elder,Self,132912,HighSchool,Couple,No,Sales,M,VL,VL,M,High
Elder,Self,187226,Bachelors,Couple,No,Handlerscleaners,M,VL,VL,L,Low
Elder,Self,202565,Bachelors,Couple,No,Sales,M,VL,VL,M,Low
Eldest,Self,70623,Dropout,Couple,No,Sales,M,VL,VL,VH,Low
Young,Self,102729,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,558944,Dropout,Single,No,Farmingfishing,M,VL,VL,L,Low
Eldest,Self,102412,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Young,Self,159788,Master,Single,No,Profspecialty,F,VL,VL,VH,Low
Youngest,Gov,271354,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Eldest,Self,98524,Bachelors,Couple,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,324445,HighSchool,Single,No,Techsupport,F,VL,VL,L,Low
Elder,Self,155469,Bachelors,Single,No,Techsupport,F,VL,VL,VL,Low
Young,Self,102945,Bachelors,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,172401,HighSchool,Couple,No,Sales,M,VL,VL,L,High
Young,Self,193285,Bachelors,Couple,No,Profspecialty,M,VL,VL,VL,High
Young,Self,117779,HighSchool,Single,No,Transportmoving,F,VL,VL,VL,Low
Youngest,Self,180758,Bachelors,Single,No,Sales,M,VL,VL,L,Low
Eldest,Gov,141637,Master,Couple,No,Profspecialty,M,VL,VL,L,High
Elder,Self,169023,Bachelors,Couple,No,Admclerical,F,H,VL,L,High
Young,Self,101266,Bachelors,Single,No,Sales,M,VL,VL,H,Low
Young,Self,164190,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Eldest,Self,187601,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,36218,Dropout,Single,No,Farmingfishing,M,VL,VL,VL,Low
Young,Gov,249392,Bachelors,Couple,No,Protectiveserv,M,VL,VL,L,High
Elder,Self,110355,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,Low
Young,Self,117944,HighSchool,Couple,No,Profspecialty,M,VL,VL,VL,Low
Youngest,Self,163836,Dropout,Single,No,Sales,F,VL,VL,VL,Low
Youngest,Self,212041,Bachelors,Single,No,Sales,M,VL,VL,M,Low
Eldest,Self,182451,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,Low
Young,Self,124020,HighSchool,Couple,Yes,Admclerical,M,VL,VL,L,Low
Young,Self,175856,Bachelors,Couple,No,Techsupport,M,VL,H,L,High
Youngest,Self,420054,HighSchool,Single,No,Craftrepair,M,H,VL,M,High
Youngest,Self,187161,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,219483,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,199058,Master,Couple,No,Execmanagerial,M,M,VL,M,High
Young,Gov,419691,Bachelors,Couple,No,Protectiveserv,M,M,VL,M,High
Youngest,Self,36882,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Elder,Self,203180,HighSchool,Single,No,Farmingfishing,F,VL,VL,M,Low
Young,Self,183811,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Young,Gov,103966,Master,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,304602,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Elder,Self,57233,Bachelors,Couple,No,Sales,M,VL,VL,H,Low
Eldest,Gov,289207,Master,Couple,No,Profspecialty,M,VL,H,M,High
Eldest,Self,224019,HighSchool,Single,No,Execmanagerial,M,VL,VL,VL,Low
Young,Self,267966,Dropout,Single,No,Machineopinspct,M,VL,VL,M,Low
Elder,Self,214800,Bachelors,Couple,No,Handlerscleaners,M,VL,VL,L,Low
Elder,Gov,241528,Master,Single,No,Profspecialty,F,VL,VL,L,Low
Young,Self,197365,HighSchool,Couple,No,Farmingfishing,M,VL,VL,L,Low
Young,Self,296724,HighSchool,Single,No,Execmanagerial,F,VL,VL,VL,Low
Youngest,Self,136226,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,40623,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Youngest,Self,264874,HighSchool,Single,No,Craftrepair,F,VL,VL,L,Low
Eldest,Gov,210673,HighSchool,Couple,No,Protectiveserv,M,VL,VL,VL,Low
Eldest,Self,60193,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,216137,Dropout,Single,No,Sales,F,VL,VL,VL,Low
Young,Self,139743,HighSchool,Single,No,Profspecialty,F,VL,VL,L,Low
Elder,Self,318255,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,347867,HighSchool,Couple,Yes,Sales,M,VL,M,L,Low
Eldest,Self,279636,Bachelors,Single,No,Craftrepair,M,VL,VL,L,High
Young,Self,297188,Master,Single,No,Profspecialty,F,VL,VL,H,Low
Youngest,Self,182342,Bachelors,Single,No,Sales,M,VL,VL,L,Low
Youngest,Self,413557,Dropout,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,102058,Dropout,Couple,No,Execmanagerial,M,VL,VL,M,Low
Youngest,Self,140108,Master,Single,No,Profspecialty,F,VL,VL,M,Low
Eldest,Self,81654,Master,Couple,No,Profspecialty,M,VL,VL,H,High
Youngest,Self,177526,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,Low
Elder,Self,64631,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,110028,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,203761,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Youngest,Self,163870,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Eldest,Gov,117299,HighSchool,Couple,No,Craftrepair,M,VL,M,L,High
Youngest,Self,50648,HighSchool,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Youngest,Self,166517,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,181762,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,Low
Young,Self,340880,Bachelors,Couple,No,Sales,M,VL,VL,M,Low
Eldest,Self,114758,Bachelors,Single,No,Craftrepair,M,M,VL,M,Low
Eldest,Self,138847,HighSchool,Couple,No,Machineopinspct,M,VL,VL,M,High
Youngest,Self,215014,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,Low
Young,Self,183778,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Elder,Self,273629,Master,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,113870,Bachelors,Couple,No,Execmanagerial,M,VL,VL,H,High
Young,Self,114982,Bachelors,Couple,No,Techsupport,M,VL,VL,L,High
Young,Self,205338,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,57924,HighSchool,Couple,No,Farmingfishing,M,H,VL,M,High
Young,Self,202027,Master,Couple,No,Execmanagerial,M,H,VL,M,High
Elder,Self,30824,Master,Single,No,Profspecialty,F,L,VL,VL,Low
Eldest,Self,98809,Dropout,Couple,No,Machineopinspct,F,M,VL,M,Low
Young,Self,38223,Bachelors,Single,No,Sales,M,VL,VL,M,Low
Youngest,Self,172232,HighSchool,Single,No,Techsupport,M,VL,VL,M,Low
Eldest,Self,140544,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Youngest,Self,221366,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Young,Self,180799,HighSchool,Couple,No,Transportmoving,M,VL,VL,H,High
Young,Self,111499,Master,Single,No,Execmanagerial,F,H,VL,L,High
Elder,Self,155930,Bachelors,Couple,No,Execmanagerial,M,VL,VL,H,Low
Young,Self,201122,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,High
Eldest,Self,140121,HighSchool,Single,No,Execmanagerial,M,VL,VL,M,Low
Elder,Self,120131,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,High
Young,Self,117444,Bachelors,Couple,No,Execmanagerial,M,VL,VL,H,High
Youngest,Self,256764,Bachelors,Single,No,Sales,M,VL,VL,L,Low
Youngest,Self,223811,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,201603,HighSchool,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Youngest,Self,138765,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,133974,Bachelors,Single,No,Sales,F,VL,VL,L,Low
Elder,Gov,137953,HighSchool,Couple,No,Admclerical,M,VL,VL,M,Low
Eldest,Self,103403,Dropout,Couple,No,Transportmoving,M,VL,VL,L,Low
Youngest,Self,461678,HighSchool,Couple,No,Farmingfishing,M,VL,VL,M,High
Elder,Gov,70884,HighSchool,Couple,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,148644,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Young,Self,299507,Bachelors,Single,No,Craftrepair,F,VL,VL,L,Low
Youngest,Self,211424,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,Low
Youngest,Gov,106721,HighSchool,Couple,No,Techsupport,M,VL,VL,L,Low
Youngest,Self,192017,HighSchool,Single,No,Profspecialty,M,VL,VL,L,Low
Eldest,Self,530099,HighSchool,Couple,No,Craftrepair,M,VL,M,M,High
Young,Self,119153,Dropout,Couple,No,Transportmoving,M,VL,VL,M,Low
Young,Self,202450,HighSchool,Couple,No,Transportmoving,M,VL,VL,H,High
Youngest,Self,50341,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Young,Self,31964,Bachelors,Couple,No,Sales,M,VL,VL,M,High
Young,Self,148207,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,151627,HighSchool,Single,No,Admclerical,F,VL,VL,M,Low
Young,Self,402539,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,188278,Bachelors,Couple,No,Craftrepair,M,VL,VL,M,Low
Youngest,Self,96219,Bachelors,Couple,No,Sales,F,VL,VL,VL,Low
Young,Self,340534,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,120135,Bachelors,Single,No,Sales,F,VL,VL,L,Low
Young,Self,181091,HighSchool,Couple,No,Craftrepair,M,VL,VL,M,High
Young,Self,342084,HighSchool,Couple,No,Execmanagerial,M,VL,VL,H,High
Young,Self,193855,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,80410,Bachelors,Single,No,Execmanagerial,M,VL,VL,L,Low
Elder,Self,85109,HighSchool,Couple,No,Machineopinspct,M,VL,L,L,Low
Youngest,Self,108569,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,Low
Young,Self,120959,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,222011,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Elder,Self,238530,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Self,48404,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Eldest,Self,88055,Master,Couple,No,Profspecialty,M,M,VL,VL,Low
Elder,Self,305597,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,129764,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Self,150993,Dropout,Couple,No,Transportmoving,M,VL,VL,M,Low
Eldest,Self,147140,Dropout,Couple,No,Farmingfishing,M,VL,VL,H,High
Elder,Gov,30219,HighSchool,Couple,No,Execmanagerial,M,H,VL,VL,High
Elder,Self,192251,HighSchool,Single,No,Admclerical,F,VL,VL,L,High
Youngest,Self,263015,Dropout,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,155118,HighSchool,Single,No,Execmanagerial,F,VH,VL,VL,High
Youngest,Gov,232918,Bachelors,Single,No,Profspecialty,M,VL,VL,VL,Low
Eldest,Self,143542,HighSchool,Single,No,Transportmoving,M,VL,VL,L,Low
Eldest,Self,29828,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,Low
Elder,Self,104118,HighSchool,Single,No,Execmanagerial,M,VL,VL,L,Low
Eldest,Self,191446,HighSchool,Couple,No,Execmanagerial,M,VH,VL,L,High
Eldest,Self,27484,HighSchool,Couple,No,Execmanagerial,M,VL,VL,M,High
Elder,Gov,143385,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Gov,186995,HighSchool,Single,No,Protectiveserv,F,VL,VL,L,Low
Young,Self,54159,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Elder,Self,113481,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Young,Gov,235271,Bachelors,Couple,No,Protectiveserv,M,VL,VL,L,High
Youngest,Self,283637,HighSchool,Single,No,Admclerical,M,VL,VL,L,Low
Youngest,Self,166051,Bachelors,Single,No,Admclerical,F,VL,VL,L,Low
Eldest,Self,193720,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Young,Self,236379,Bachelors,Couple,No,Sales,M,VL,VL,M,Low
Elder,Self,122026,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,High
Elder,Self,114537,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,High
Young,Self,191834,Bachelors,Couple,No,Craftrepair,M,VL,VL,M,Low
Young,Self,420054,HighSchool,Couple,No,Machineopinspct,M,VL,VL,L,Low
Elder,Self,190088,HighSchool,Couple,Yes,Admclerical,F,VL,VL,VL,Low
Eldest,Self,126977,HighSchool,Single,No,Craftrepair,M,VL,VL,VL,Low
Eldest,Self,391121,Dropout,Couple,No,Farmingfishing,M,VL,VL,L,High
Elder,Self,211450,Master,Single,No,Execmanagerial,M,VL,VL,M,High
Elder,Self,156413,HighSchool,Couple,No,Techsupport,M,VL,VL,L,High
Elder,Self,116797,HighSchool,Couple,No,Sales,M,M,VL,M,High
Eldest,Gov,204447,Master,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,66935,HighSchool,Single,No,Craftrepair,M,VL,VL,VL,Low
Young,Self,108574,Bachelors,Single,No,Privhouseserv,F,VL,VL,L,Low
Eldest,Self,244605,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,363677,Master,Couple,No,Profspecialty,F,VL,H,VL,High
Eldest,Self,219762,HighSchool,Couple,No,Sales,F,VL,VL,VL,Low
Elder,Self,269318,HighSchool,Couple,No,Execmanagerial,M,M,VL,L,High
Youngest,Self,70100,Bachelors,Single,No,Profspecialty,M,VL,VL,H,Low
Young,Self,213643,HighSchool,Couple,No,Sales,M,M,VL,L,Low
Youngest,Self,69640,Bachelors,Single,No,Sales,M,VL,VL,L,Low
Eldest,Self,170012,Bachelors,Couple,No,Admclerical,M,VL,VL,VL,Low
Young,Self,193285,Bachelors,Single,No,Profspecialty,M,VL,VL,L,Low
Young,Self,261241,HighSchool,Single,No,Transportmoving,M,VL,M,H,Low
Youngest,Self,296618,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Young,Gov,257796,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,155320,Bachelors,Single,No,Execmanagerial,M,VL,VL,M,Low
Young,Self,66278,HighSchool,Couple,No,Profspecialty,F,M,VL,L,Low
Young,Self,207202,Dropout,Couple,No,Farmingfishing,M,VL,VL,H,Low
Eldest,Self,180899,Master,Single,No,Execmanagerial,M,VL,M,M,High
Youngest,Self,205337,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Eldest,Self,180779,Bachelors,Couple,No,Profspecialty,M,M,VL,L,High
Young,Self,343021,HighSchool,Single,No,Sales,M,VL,VL,H,Low
Eldest,Self,176814,Bachelors,Couple,No,Admclerical,M,M,VL,L,High
Eldest,Self,248059,Bachelors,Couple,No,Execmanagerial,M,M,VL,M,Low
Elder,Self,409604,Bachelors,Couple,No,Execmanagerial,M,VH,VL,L,High
Elder,Self,185053,HighSchool,Single,No,Machineopinspct,F,VL,VL,L,Low
Elder,Self,332884,Bachelors,Couple,No,Execmanagerial,M,M,VL,H,High
Eldest,Self,212864,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,High
Youngest,Self,66473,Bachelors,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,285169,Dropout,Single,No,Privhouseserv,F,VL,VL,L,Low
Elder,Self,339346,Master,Single,No,Admclerical,F,VL,VL,VL,Low
Young,Self,70604,HighSchool,Couple,No,Farmingfishing,M,L,VL,L,Low
Youngest,Self,88926,HighSchool,Single,No,Profspecialty,M,VL,VL,VL,Low
Eldest,Self,232586,Dropout,Couple,No,Craftrepair,M,VL,VL,L,Low
Elder,Self,127678,HighSchool,Couple,No,Sales,M,VL,VL,VH,Low
Elder,Self,162184,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Gov,139734,Bachelors,Couple,No,Execmanagerial,M,VH,VL,L,High
Eldest,Self,229983,Master,Couple,No,Profspecialty,F,L,VL,VL,High
Eldest,Self,110890,Master,Single,No,Profspecialty,M,VL,VL,H,High
Youngest,Self,126730,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Eldest,Gov,96854,HighSchool,Single,No,Admclerical,M,VL,VL,VL,Low
Young,Self,186788,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,Low
Young,Self,28996,HighSchool,Couple,No,Sales,M,VL,VL,M,Low
Young,Self,347166,HighSchool,Single,No,Craftrepair,M,VL,VL,L,Low
Elder,Gov,110311,Master,Single,No,Execmanagerial,F,VL,VL,L,Low
Youngest,Self,310850,HighSchool,Couple,No,Transportmoving,M,VL,VL,M,Low
Eldest,Self,131699,Bachelors,Single,No,Execmanagerial,F,VL,VL,M,Low
Young,Self,180859,Bachelors,Couple,No,Handlerscleaners,M,VL,VL,VL,Low
Young,Self,185647,HighSchool,Single,No,Techsupport,M,VL,VL,H,Low
Elder,Gov,193583,Bachelors,Single,No,Profspecialty,F,M,VL,H,Low
Youngest,Self,106935,Bachelors,Couple,No,Execmanagerial,M,VL,VL,M,Low
Elder,Self,223433,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Young,Self,174789,HighSchool,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,135603,HighSchool,Couple,No,Transportmoving,M,VL,VL,L,High
Youngest,Self,181820,HighSchool,Single,No,Farmingfishing,M,VL,VL,M,Low
Elder,Self,235371,Bachelors,Single,No,Profspecialty,M,VL,VL,L,Low
Youngest,Self,299399,HighSchool,Single,No,Sales,F,VL,VL,VL,Low
Elder,Self,202508,HighSchool,Couple,No,Machineopinspct,M,VL,VL,M,Low
Elder,Self,172025,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Self,246891,Bachelors,Couple,No,Admclerical,M,VL,VL,L,High
Youngest,Self,53598,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Elder,Self,103757,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,Low
Youngest,Self,80158,HighSchool,Single,No,Execmanagerial,M,VL,VL,L,Low
Young,Gov,90881,HighSchool,Single,No,Execmanagerial,M,H,VL,M,High
Elder,Self,427952,Bachelors,Couple,No,Profspecialty,M,VL,VL,L,Low
Eldest,Self,177916,Bachelors,Couple,No,Admclerical,M,M,VL,L,High
Young,Self,342642,Master,Single,No,Execmanagerial,M,VL,VL,VL,Low
Young,Self,87561,Bachelors,Single,No,Techsupport,F,VL,VL,L,Low
Eldest,Gov,142411,Bachelors,Single,No,Admclerical,F,VL,VL,M,Low
Elder,Self,193047,Master,Couple,No,Execmanagerial,M,VH,VL,M,High
Youngest,Self,151141,Dropout,Single,No,Sales,M,VL,VL,VL,Low
Elder,Self,137126,HighSchool,Couple,No,Execmanagerial,M,VL,VL,L,High
Youngest,Self,357059,HighSchool,Single,No,Admclerical,F,VL,VL,VL,Low
Elder,Gov,202011,HighSchool,Single,No,Execmanagerial,F,VL,VL,L,Low
Eldest,Self,176965,Master,Couple,No,Profspecialty,M,VL,VL,M,High
Eldest,Self,274916,HighSchool,Single,No,Sales,F,VL,VL,L,Low
Young,Self,105813,Bachelors,Couple,No,Admclerical,M,M,VL,L,High
Elder,Gov,193524,Bachelors,Couple,No,Techsupport,M,VL,VL,L,High
Eldest,Gov,102076,Bachelors,Single,No,Admclerical,F,VL,VL,VL,Low
Eldest,Gov,155594,HighSchool,Couple,No,Sales,M,VL,M,L,High
Elder,Self,33331,Bachelors,Couple,No,Sales,M,VL,VL,M,Low
Eldest,Self,115439,HighSchool,Couple,No,Craftrepair,M,VL,VL,H,Low
Elder,Self,181652,HighSchool,Single,No,Admclerical,F,VL,VL,L,Low
Youngest,Self,120268,Bachelors,Single,No,Admclerical,M,VL,VL,VL,Low
Elder,Self,40690,HighSchool,Single,No,Farmingfishing,M,VL,VL,H,Low
Youngest,Self,695136,HighSchool,Single,No,Handlerscleaners,M,VL,VL,VL,Low
Eldest,Self,209236,HighSchool,Couple,No,Admclerical,M,VL,VL,VL,Low
Elder,Gov,214838,Master,Couple,No,Execmanagerial,M,VL,VL,H,High
Youngest,Self,177625,HighSchool,Single,No,Machineopinspct,M,VL,VL,L,Low
Eldest,Self,124591,HighSchool,Single,No,Handlerscleaners,M,VL,VL,L,Low
Eldest,Gov,221532,Bachelors,Couple,No,Craftrepair,M,VL,VL,L,High
Youngest,Self,232577,Bachelors,Single,No,Techsupport,F,VL,VL,VL,Low
Eldest,Self,168216,HighSchool,Couple,No,Sales,M,VL,VL,L,High
Youngest,Self,214702,Master,Couple,No,Profspecialty,M,VL,VL,L,High
Eldest,Self,237620,HighSchool,Couple,No,Craftrepair,M,VL,VL,VL,Low
Elder,Gov,54887,Master,Couple,No,Profspecialty,M,VL,VL,L,High
